,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
285740,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
51876,panama city,515,house,1152,3,2.0,0,1,1,0,0,0,,attached garage,fl
284447,abilene,1050,apartment,1005,2,2.0,1,1,1,0,0,0,w/d in unit,carport,tx
274384,chattanooga,78500,manufactured,1568,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tn
138985,southern maryland,3014,apartment,1130,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,md
216657,twin tiers NY/PA,1000,house,2000,4,2.0,0,0,1,0,0,0,laundry in bldg,off-street parking,ny
20941,denver,1470,apartment,629,1,1.0,1,1,1,0,0,0,,,co
380563,orange county,1950,house,1202,5,1.5,1,1,1,0,0,0,,,ca
294202,corpus christi,795,apartment,652,1,1.0,1,1,1,0,0,0,laundry on site,,tx
250059,harrisburg,590,house,605,2,2.0,0,0,1,0,0,0,,,pa
85888,spokane / coeur d'alene,985,apartment,846,2,1.0,1,1,1,0,0,0,w/d in unit,carport,id
199001,central NJ,1905,apartment,1030,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,nj
100010,indianapolis,968,apartment,1200,2,2.0,1,1,1,0,0,0,w/d hookups,carport,in
225801,columbus,340,house,1056,3,1.0,0,0,1,0,0,0,,,oh
11358,stockton,1294,apartment,930,2,2.0,1,1,1,0,0,0,w/d hookups,carport,ca
348932,birmingham,820,townhouse,960,2,1.0,1,1,1,0,0,0,w/d hookups,street parking,al
118044,wichita,518,apartment,580,1,1.0,1,1,1,0,0,0,,,ks
189706,wilmington,825,apartment,550,1,1.5,1,1,1,0,0,0,laundry on site,,nc
235541,lawton,325,house,975,1,2.0,0,0,1,0,0,0,laundry in bldg,off-street parking,ok
294524,corpus christi,795,apartment,652,1,1.0,1,1,1,0,0,0,laundry on site,,tx
75608,macon / warner robins,850,house,1121,3,1.5,1,1,1,0,0,0,,,ga
37243,daytona beach,1700,house,1834,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,fl
365646,little rock,690,apartment,945,2,2.0,0,0,1,0,0,0,w/d in unit,off-street parking,ar
27983,hartford,925,apartment,800,1,1.0,1,0,1,0,0,0,laundry on site,off-street parking,ct
142348,western massachusetts,775,apartment,400,1,1.0,1,0,1,0,0,0,laundry on site,off-street parking,ma
100922,indianapolis,999,apartment,971,2,1.0,1,1,0,0,0,0,w/d in unit,,in
152264,grand rapids,999,apartment,900,2,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,mi
234233,toledo,525,apartment,660,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,oh
199505,central NJ,1851,apartment,928,2,1.5,1,1,1,0,0,0,w/d in unit,,nj
36043,daytona beach,1148,apartment,786,1,1.0,1,1,1,0,0,0,,,fl
227650,cleveland,1050,house,1092,3,1.0,0,0,1,0,0,0,,,oh
264196,columbia,905,townhouse,1196,3,2.5,1,1,1,0,0,0,w/d hookups,street parking,sc
123111,louisville,925,house,1000,3,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,ky
141902,western massachusetts,1595,apartment,880,2,1.0,1,1,1,0,0,0,w/d in unit,,ma
270155,myrtle beach,995,apartment,883,2,2.0,1,1,1,0,0,0,,off-street parking,sc
27838,hartford,1640,apartment,948,2,2.0,1,1,1,0,0,0,w/d in unit,,ct
314575,wichita falls,700,apartment,650,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking,tx
45802,lakeland,989,apartment,910,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,fl
73507,augusta,1045,apartment,1076,2,2.0,1,1,1,0,0,0,w/d hookups,,ga
98687,fort wayne,510,apartment,645,1,1.0,1,0,1,0,0,0,no laundry on site,street parking,in
116566,topeka,1140,apartment,1161,3,3.0,1,1,1,0,0,0,w/d in unit,off-street parking,ks
36616,daytona beach,927,apartment,1201,3,2.0,1,1,1,0,0,0,w/d in unit,,fl
115395,topeka,625,apartment,792,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ks
86514,spokane / coeur d'alene,1100,apartment,1105,2,2.0,1,1,1,1,0,0,w/d in unit,,id
296611,dallas / fort worth,1799,apartment,1407,2,2.0,1,1,1,0,0,0,w/d hookups,,tx
232998,parkersburg-marietta,875,condo,1637,5,1.5,0,1,1,0,0,0,,,oh
251563,lancaster,1050,apartment,904,1,1.0,0,0,1,0,0,0,,,pa
351706,huntsville / decatur,900,house,1365,3,2.0,1,1,1,1,0,0,w/d in unit,,al
342230,madison,1275,apartment,960,1,1.0,1,0,0,0,0,0,w/d in unit,,wi
370230,fresno / madera,1150,apartment,900,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca
137671,frederick,1327,apartment,1000,2,1.0,0,0,1,0,0,0,,,md
221666,north dakota,975,apartment,704,1,1.0,1,1,0,0,0,0,w/d in unit,detached garage,nd
58120,south florida,1295,apartment,800,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,fl
221601,north dakota,875,apartment,1057,2,2.0,0,0,1,0,0,0,,,nd
15483,boulder,2495,apartment,1365,2,2.5,1,1,0,0,0,0,w/d in unit,detached garage,co
139820,boston,2500,apartment,1100,2,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,ma
371518,hanford-corcoran,1205,apartment,1038,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca
206841,las cruces,500,house,765,3,1.0,0,0,1,0,0,0,,,nm
224303,cincinnati,815,apartment,750,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,oh
379855,monterey bay,3500,house,1300,2,1.5,1,1,1,1,0,0,w/d in unit,carport,ca
376950,los angeles,1660,apartment,637,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
380137,monterey bay,1750,cottage/cabin,3358,0,1.0,0,0,1,0,0,0,,,ca
95362,bloomington,1200,condo,1696,3,2.0,1,1,1,0,0,0,,,in
151724,grand rapids,1084,apartment,1089,2,2.0,1,1,1,0,0,0,laundry in bldg,carport,mi
360517,phoenix,870,apartment,570,1,1.0,1,1,1,0,0,0,laundry on site,carport,az
220762,grand forks,1205,apartment,1479,3,2.0,1,1,1,0,0,0,,,nd
263259,charleston,965,apartment,576,1,1.0,1,1,1,0,0,0,,,sc
183572,greensboro,768,apartment,756,1,1.0,0,0,1,0,0,0,,,nc
101508,indianapolis,734,apartment,960,2,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,in
327237,norfolk / hampton roads,1783,apartment,1321,3,2.0,1,1,0,1,0,1,w/d in unit,detached garage,va
275430,clarksville,970,apartment,1000,2,1.0,1,1,1,0,0,0,w/d in unit,,tn
22004,denver,1349,apartment,705,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,co
361116,sierra vista,645,apartment,600,2,1.0,1,1,1,0,0,0,laundry on site,carport,az
306708,victoria,680,apartment,616,1,1.0,1,1,1,0,0,0,laundry on site,,tx
330169,richmond,625,apartment,600,1,1.0,1,1,0,0,0,0,w/d in unit,carport,va
192129,winston-salem,625,apartment,644,1,1.0,1,1,1,0,0,0,laundry on site,,nc
47010,ocala,1099,manufactured,1123,3,2.0,1,1,1,0,0,0,w/d hookups,carport,fl
228784,columbus,281,house,1224,2,1.0,1,1,1,0,0,1,w/d hookups,,oh
48418,okaloosa / walton,1547,apartment,1328,3,2.0,1,1,0,0,0,0,w/d hookups,,fl
261607,charleston,1020,apartment,752,1,1.0,0,0,1,0,0,0,,,sc
228841,columbus,1194,apartment,721,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,oh
176688,charlotte,1451,apartment,1395,3,2.0,1,1,1,0,0,0,w/d in unit,,nc
286642,amarillo,615,apartment,364,0,1.0,1,1,0,1,0,1,laundry on site,,tx
214265,rochester,795,manufactured,960,3,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,ny
85953,spokane / coeur d'alene,1300,apartment,1237,3,2.0,1,1,0,0,0,0,w/d in unit,carport,id
212047,ithaca,1595,duplex,2000,3,2.0,1,1,0,0,0,0,laundry on site,attached garage,ny
233376,toledo,759,apartment,900,2,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,oh
335028,moses lake,936,apartment,1102,3,2.0,1,1,1,1,0,0,w/d in unit,off-street parking,wa
143133,worcester / central MA,1845,apartment,1290,2,2.0,1,0,1,0,0,0,laundry on site,,ma
294852,corpus christi,945,apartment,890,2,2.0,1,1,1,0,0,0,w/d hookups,,tx
62607,tallahassee,1000,house,1360,4,2.0,0,0,1,0,0,0,,,fl
342390,madison,1775,apartment,1440,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage,wi
121991,lexington,699,apartment,704,1,1.0,1,1,1,0,0,0,w/d hookups,,ky
178851,charlotte,999,apartment,907,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,nc
88060,champaign urbana,565,apartment,1100,3,3.0,1,1,1,0,0,0,w/d in unit,off-street parking,il
243688,eugene,925,apartment,680,1,1.0,0,0,0,0,0,0,laundry on site,street parking,or
230939,dayton / springfield,779,apartment,929,2,1.5,1,1,1,0,0,0,w/d hookups,carport,oh
95620,"st louis, MO",799,apartment,705,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,il
88520,champaign urbana,675,apartment,1000,2,1.0,0,0,0,0,0,0,w/d in unit,street parking,il
212678,long island,2652,apartment,1055,1,2.0,0,0,1,0,0,0,,,ny
22017,denver,1363,apartment,937,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,co
98000,evansville,1099,townhouse,1200,3,1.5,1,1,1,0,0,0,w/d hookups,,in
336766,seattle-tacoma,1455,apartment,690,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,wa
199194,central NJ,2345,apartment,774,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,nj
312214,tyler / east TX,1024,manufactured,1216,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tx
247098,portland,1587,apartment,696,1,1.0,0,0,1,0,0,0,,,or
284512,abilene,1005,apartment,1120,2,1.5,1,1,1,0,0,0,laundry on site,carport,tx
375507,los angeles,18500,house,4000,5,5.0,1,1,0,1,0,1,laundry in bldg,attached garage,ca
234638,toledo,619,apartment,771,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,oh
240193,tulsa,725,apartment,810,1,1.0,1,1,0,1,0,1,w/d hookups,detached garage,ok
40733,gainesville,494,apartment,1311,3,3.0,0,0,1,0,0,0,,,fl
22149,denver,1396,apartment,740,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,co
325836,harrisonburg,820,townhouse,800,2,1.5,1,1,1,0,0,0,laundry on site,off-street parking,va
361576,tucson,1015,apartment,815,2,2.0,1,1,0,0,0,0,w/d in unit,carport,az
198063,las vegas,846,apartment,627,1,1.0,1,1,0,0,0,0,laundry on site,,nv
111381,"kansas city, MO",1650,apartment,1000,2,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ks
150473,grand rapids,945,apartment,864,2,1.0,1,1,1,0,0,0,,,mi
331467,roanoke,815,apartment,752,2,1.0,1,1,0,0,0,0,laundry on site,off-street parking,va
364593,fayetteville,820,apartment,960,2,2.0,1,1,1,0,0,0,,,ar
219266,bismarck,920,apartment,960,2,2.0,0,0,0,0,0,0,w/d in unit,detached garage,nd
18710,colorado springs,1272,apartment,850,2,1.0,1,1,1,0,0,0,w/d in unit,carport,co
160528,minneapolis / st paul,1300,apartment,1044,3,1.0,1,0,0,0,0,0,laundry in bldg,detached garage,mn
156881,northern michigan,1249,manufactured,1556,3,2.0,0,0,1,0,0,0,laundry on site,off-street parking,mi
270935,myrtle beach,900,apartment,950,2,2.0,0,0,1,0,0,0,,,sc
230897,dayton / springfield,505,apartment,625,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,oh
355019,tuscaloosa,750,townhouse,904,1,1.5,1,1,0,0,0,0,w/d hookups,street parking,al
336234,seattle-tacoma,1470,apartment,425,0,1.0,1,1,0,0,0,0,w/d in unit,carport,wa
223862,akron / canton,925,apartment,1160,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,oh
346058,northern WI,850,apartment,750,1,1.0,0,0,1,0,0,0,w/d in unit,detached garage,wi
225998,cincinnati,920,apartment,852,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,oh
347890,birmingham,1015,apartment,1100,2,2.0,1,1,1,0,0,0,laundry on site,off-street parking,al
355829,anchorage / mat-su,1085,apartment,800,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,ak
10531,stockton,1653,apartment,558,0,1.0,0,0,1,0,0,0,,,ca
245113,portland,1650,duplex,1100,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,or
232606,lima / findlay,1190,apartment,2056,3,2.0,1,1,1,0,0,0,,,oh
207567,albany,1250,apartment,873,2,1.0,1,1,1,0,0,0,laundry on site,carport,ny
132730,annapolis,1699,apartment,1050,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,md
290196,beaumont / port arthur,925,apartment,724,1,1.0,0,0,1,0,0,0,,,tx
69690,atlanta,1138,apartment,1019,2,1.0,1,1,1,0,0,0,w/d hookups,,ga
329278,roanoke,850,apartment,1260,2,1.0,1,1,1,0,0,0,w/d hookups,,va
364898,fayetteville,803,apartment,230,0,1.0,1,1,1,0,0,1,laundry in bldg,off-street parking,ar
132359,annapolis,1617,apartment,1055,2,2.0,1,1,1,0,0,0,,,md
300052,houston,959,apartment,935,2,2.0,1,1,1,0,0,0,w/d hookups,,tx
223060,akron / canton,1000,house,1200,3,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,oh
186274,jacksonville,675,apartment,792,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,nc
201684,north jersey,2950,apartment,795,1,1.0,1,1,1,0,0,0,w/d in unit,attached garage,nj
199957,central NJ,1956,apartment,839,1,1.0,0,0,0,1,0,0,w/d in unit,off-street parking,nj
366414,little rock,675,cottage/cabin,25,0,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,ar
280575,memphis,495,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,tn
200822,jersey shore,2200,apartment,1062,2,2.0,1,1,0,1,0,0,w/d in unit,street parking,nj
375901,los angeles,1400,apartment,850,1,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca
205233,albuquerque,730,apartment,480,0,1.0,1,1,1,0,0,0,,,nm
214544,rochester,950,apartment,800,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,ny
384425,reno / tahoe,309,apartment,250,1,1.0,1,1,1,1,0,1,laundry on site,off-street parking,ca
120913,lexington,809,apartment,900,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ky
378659,modesto,1516,apartment,786,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
194517,lincoln,744,apartment,786,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking,ne
239661,tulsa,750,apartment,950,2,1.5,0,0,1,0,0,0,laundry on site,off-street parking,ok
48380,okaloosa / walton,1214,apartment,783,1,1.0,1,1,1,0,0,0,w/d hookups,,fl
102609,south bend / michiana,684,apartment,828,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,in
97672,evansville,1140,apartment,1217,2,2.0,0,0,1,0,0,0,,,in
236369,oklahoma city,700,house,1144,3,1.0,0,0,0,0,0,0,w/d hookups,carport,ok
213559,oneonta,975,apartment,1146,3,3.0,0,0,1,0,0,1,w/d in unit,,ny
313848,waco,670,apartment,681,1,1.0,1,1,0,0,0,0,w/d hookups,off-street parking,tx
52359,panama city,3200,townhouse,2300,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage,fl
146981,battle creek,908,townhouse,1200,3,1.0,1,1,1,0,0,0,w/d hookups,off-street parking,mi
168537,jackson,705,apartment,900,1,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,ms
30177,new haven,1325,apartment,1188,3,1.0,0,0,0,0,0,0,w/d hookups,off-street parking,ct
300318,houston,1018,apartment,860,1,1.0,1,1,1,0,0,0,w/d in unit,,tx
190200,wilmington,1070,apartment,1001,2,2.0,0,0,1,0,0,0,,,nc
207940,long island,3000,house,1868,4,4.0,0,0,1,0,0,0,laundry on site,detached garage,ny
236309,oklahoma city,995,apartment,660,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,ok
312397,tyler / east TX,1335,manufactured,1568,4,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tx
214310,rochester,1474,apartment,1151,2,2.0,1,1,1,1,0,0,w/d in unit,attached garage,ny
132838,annapolis,1597,apartment,1055,2,2.0,1,1,1,0,0,0,w/d in unit,,md
299493,galveston,914,apartment,757,1,1.0,1,1,1,0,0,0,w/d in unit,carport,tx
162532,rochester,1540,apartment,1345,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,mn
286858,austin,1800,house,2138,3,2.5,1,1,1,0,0,0,w/d hookups,attached garage,tx
60053,space coast,900,apartment,755,1,1.0,1,1,1,0,0,0,laundry on site,street parking,fl
329730,richmond,980,apartment,735,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,va
85203,spokane / coeur d'alene,2250,condo,755,1,1.0,0,0,0,1,0,1,laundry on site,carport,id
281543,nashville,1265,apartment,1096,2,2.0,0,0,1,0,0,0,,,tn
183976,greensboro,675,apartment,900,2,2.0,1,1,1,0,0,0,w/d hookups,,nc
325953,lynchburg,1400,house,2300,5,3.0,1,1,0,0,0,0,w/d in unit,off-street parking,va
270163,myrtle beach,1290,apartment,1357,3,2.0,1,1,1,0,0,0,w/d hookups,,sc
356031,anchorage / mat-su,925,apartment,470,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ak
223502,akron / canton,825,apartment,972,2,2.0,1,1,1,1,0,0,w/d in unit,off-street parking,oh
125453,baton rouge,955,apartment,1408,3,2.5,1,1,0,0,0,0,w/d hookups,off-street parking,la
49495,orlando,1410,apartment,1202,2,2.0,1,1,1,0,0,0,w/d in unit,,fl
383106,palm springs,1399,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
305160,odessa / midland,1425,apartment,1200,2,1.5,1,1,1,0,0,0,w/d hookups,carport,tx
119177,bowling green,1027,apartment,1200,3,2.0,1,1,1,0,0,0,,,ky
181898,fayetteville,699,apartment,1000,2,2.0,1,1,1,0,0,0,w/d hookups,,nc
235626,lawton,850,apartment,850,2,1.0,0,0,1,0,0,1,laundry on site,off-street parking,ok
148237,detroit metro,1643,townhouse,1766,2,2.5,1,1,0,1,0,0,laundry on site,carport,mi
89368,champaign urbana,570,apartment,1185,3,1.5,1,1,1,0,0,0,,,il
362361,tucson,1150,apartment,50,3,2.0,1,1,0,0,0,0,laundry in bldg,off-street parking,az
288420,austin,2900,house,1680,2,2.5,0,0,1,0,0,0,w/d in unit,detached garage,tx
158235,southwest michigan,629,apartment,549,1,1.0,0,0,1,0,0,0,,,mi
142128,western massachusetts,2195,apartment,1250,2,3.0,0,0,0,0,0,0,w/d in unit,attached garage,ma
263956,columbia,1050,house,1259,4,2.5,1,1,1,0,0,0,,,sc
21391,denver,1530,apartment,934,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,co
178821,charlotte,1079,apartment,1020,2,2.0,1,1,1,0,0,0,w/d hookups,street parking,nc
214768,rochester,1380,apartment,1285,3,2.0,1,1,0,0,0,0,w/d in unit,off-street parking,ny
308736,san antonio,759,apartment,700,1,1.0,1,1,1,0,0,0,w/d hookups,,tx
164732,st cloud,720,apartment,1000,2,1.5,1,1,1,0,0,0,,,mn
276918,knoxville,900,apartment,1050,2,2.0,1,1,1,0,0,0,,,tn
319949,salt lake city,1085,apartment,754,1,1.0,1,1,0,1,0,0,w/d in unit,carport,ut
53150,pensacola,1015,apartment,960,2,2.0,1,1,1,1,0,0,w/d hookups,off-street parking,fl
18679,colorado springs,1087,apartment,723,1,1.0,1,1,1,0,0,0,,,co
378980,modesto,1298,apartment,876,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
311657,san marcos,990,apartment,820,1,1.5,1,1,1,0,0,0,laundry on site,off-street parking,tx
148744,detroit metro,1873,townhouse,2606,3,2.5,1,1,1,0,0,0,w/d hookups,attached garage,mi
35184,daytona beach,1179,apartment,1056,2,2.0,1,1,1,0,0,0,w/d in unit,street parking,fl
287639,austin,2075,house,2300,4,3.0,1,1,1,0,0,0,w/d hookups,,tx
249468,altoona-johnstown,850,townhouse,1434,4,2.0,0,1,1,0,0,0,,,pa
42570,jacksonville,790,apartment,796,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,fl
353024,mobile,730,apartment,935,2,2.0,0,0,1,0,0,0,,,al
196533,las vegas,1500,apartment,1460,3,2.0,1,1,1,0,0,0,w/d in unit,carport,nv
32793,"washington, DC",2200,apartment,950,2,1.0,1,0,0,0,0,0,w/d in unit,street parking,dc
312094,tyler / east TX,1300,manufactured,2000,4,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,tx
335674,seattle-tacoma,1553,apartment,950,3,1.0,1,1,0,0,0,0,,,wa
340093,appleton-oshkosh-FDL,700,house,792,2,1.0,0,0,1,0,0,0,w/d hookups,off-street parking,wi
39550,ft myers / SW florida,890,apartment,541,1,1.0,1,1,1,0,0,0,w/d in unit,street parking,fl
27344,eastern CT,1300,apartment,1326,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,ct
296655,dallas / fort worth,1650,apartment,1256,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,tx
8378,SF bay area,1200,apartment,576,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
235262,zanesville / cambridge,1000,townhouse,1410,5,2.5,1,1,1,0,0,0,,,oh
13993,ventura county,3000,apartment,1395,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
379522,monterey bay,1397,apartment,420,0,1.0,1,1,0,0,0,0,laundry on site,carport,ca
130843,shreveport,525,apartment,672,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,la
229007,columbus,0,apartment,728,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,oh
57958,south florida,4600,apartment,1795,3,3.0,0,0,1,0,0,0,w/d in unit,attached garage,fl
143991,worcester / central MA,2253,apartment,1100,2,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,ma
358288,flagstaff / sedona,1500,manufactured,1200,3,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,az
255590,pittsburgh,1195,apartment,860,2,1.0,0,0,1,0,0,0,,,pa
334659,kennewick-pasco-richland,1112,apartment,1112,3,2.0,1,1,1,0,0,0,w/d in unit,no parking,wa
312480,tyler / east TX,1039,apartment,966,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,tx
364570,fayetteville,775,apartment,900,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,ar
76828,macon / warner robins,675,apartment,300,1,1.0,0,0,1,0,0,1,laundry in bldg,off-street parking,ga
47467,ocala,939,apartment,1107,3,2.0,1,1,1,0,0,0,w/d hookups,,fl
153009,holland,1199,manufactured,1456,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,mi
374796,inland empire,1964,apartment,931,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
148425,detroit metro,1427,townhouse,1795,2,2.5,1,1,1,0,0,0,w/d hookups,carport,mi
315309,wichita falls,700,apartment,650,1,1.0,1,1,0,0,0,0,laundry on site,off-street parking,tx
355728,anchorage / mat-su,785,apartment,550,1,1.0,1,1,0,0,0,0,laundry on site,,ak
242559,corvallis/albany,975,apartment,852,1,1.0,1,1,0,0,0,0,w/d in unit,carport,or
83442,boise,1220,apartment,910,2,1.0,1,1,0,0,0,0,w/d in unit,carport,id
259269,york,1013,apartment,974,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,pa
167063,gulfport / biloxi,755,apartment,687,1,1.0,1,1,1,0,0,0,w/d in unit,,ms
285497,amarillo,409,apartment,1125,4,2.0,1,1,1,1,0,1,w/d in unit,off-street parking,tx
253581,philadelphia,1950,condo,1339,2,2.0,0,1,0,0,0,0,w/d in unit,off-street parking,pa
141584,south coast,1395,apartment,885,1,1.0,1,0,1,0,0,0,laundry in bldg,,ma
138484,frederick,1169,apartment,695,1,1.0,1,1,1,0,0,0,w/d in unit,,md
107190,omaha / council bluffs,994,apartment,1250,3,1.5,1,1,1,0,0,0,laundry in bldg,off-street parking,ia
190985,wilmington,1150,apartment,1230,2,2.5,1,1,1,0,0,0,,no parking,nc
39425,ft myers / SW florida,1660,apartment,758,1,1.0,1,1,0,1,1,0,w/d in unit,off-street parking,fl
120276,lexington,595,apartment,640,1,1.0,1,1,1,0,0,0,,,ky
361995,tucson,890,apartment,660,1,1.0,1,1,1,0,0,0,w/d in unit,carport,az
201682,north jersey,1695,apartment,1000,2,1.0,0,0,1,0,0,0,,,nj
370008,fresno / madera,1425,apartment,1136,3,2.0,1,1,1,1,0,0,w/d hookups,attached garage,ca
308166,san marcos,1019,apartment,890,2,1.5,1,1,1,0,0,0,w/d in unit,,tx
319174,salt lake city,1595,townhouse,1448,2,2.5,1,1,1,0,0,0,w/d in unit,attached garage,ut
365325,jonesboro,795,townhouse,1000,2,1.5,1,1,0,0,0,0,w/d in unit,,ar
150338,grand rapids,1455,apartment,1275,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,mi
46571,lakeland,959,apartment,910,1,1.0,1,1,1,1,0,0,w/d in unit,off-street parking,fl
99982,indianapolis,614,apartment,757,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,in
211470,hudson valley,990,townhouse,1309,3,2.0,1,1,1,0,0,0,w/d hookups,off-street parking,ny
